loan_id,reporting_date,product_type,origination_date,original_amount,outstanding_balance,credit_score_origination,credit_score_current,days_past_due,interest_rate,industry_sector,geography,pd_12m,pd_lifetime,lgd,ifrs9_stage,ecl_amount,ecl_rate,credit_band,vintage_year
LN0000870,2024-12-31,Credit Card,2023-06-27,5609.1,3592.11,581,579,0,19.33,N/A,North,0.15,0.45,0.6509,2,1052.15,29.2906,Very Poor (<600),2023
LN0004895,2024-12-31,Personal Loan,2022-09-05,12353.01,5817.03,664,620,30,9.3,N/A,East,0.12,0.36,0.5024,2,1052.09,18.0864,Poor (600-649),2022
LN0002189,2024-12-31,Auto Loan,2021-03-02,35786.31,10264.94,569,489,0,7.15,N/A,East,0.09,0.27,0.3792,2,1050.97,10.2384,Very Poor (<600),2021
LN0003787,2024-12-31,Personal Loan,2022-05-14,9914.78,4265.89,519,457,0,10.0,N/A,South,0.12,0.36,0.6817,2,1046.9,24.5412,Very Poor (<600),2022
LN0003037,2024-12-31,Personal Loan,2023-06-12,14212.07,8387.38,656,605,0,9.35,N/A,North,0.06,0.18,0.6924,2,1045.34,12.4632,Poor (600-649),2023
LN0004076,2024-12-31,Personal Loan,2021-01-13,17327.87,4760.79,636,581,0,9.71,N/A,Central,0.12,0.36,0.6073,2,1040.84,21.8628,Very Poor (<600),2021
LN0001492,2024-12-31,Personal Loan,2021-08-01,33422.98,10112.38,655,616,0,9.12,N/A,East,0.06,0.18,0.5691,2,1035.89,10.2438,Poor (600-649),2021
LN0004516,2024-12-31,Personal Loan,2023-12-14,5590.92,4170.34,594,577,0,9.9,N/A,North,0.12,0.36,0.6885,2,1033.66,24.786,Very Poor (<600),2023
LN0001454,2024-12-31,Personal Loan,2021-08-24,16445.18,4830.79,477,526,0,9.94,N/A,East,0.12,0.36,0.5928,2,1030.93,21.3408,Very Poor (<600),2021
LN0003310,2024-12-31,Personal Loan,2020-04-20,29163.15,8612.34,621,624,0,9.3,N/A,North,0.06,0.18,0.6606,2,1024.08,11.8908,Poor (600-649),2020
LN0000740,2024-12-31,Personal Loan,2022-08-03,18469.18,8656.09,709,661,30,8.78,N/A,South,0.06,0.18,0.6561,2,1022.27,11.8098,Fair (650-699),2022
LN0000271,2024-12-31,Credit Card,2023-01-31,5152.64,2896.55,603,592,0,18.69,N/A,North,0.15,0.45,0.781,2,1017.99,35.1449,Very Poor (<600),2023
LN0004727,2024-12-31,Credit Card,2020-07-05,6009.51,1720.16,599,581,30,18.67,N/A,East,0.3,0.9,0.6566,2,1016.51,59.0939,Very Poor (<600),2020
LN0001533,2024-12-31,Auto Loan,2021-11-11,27220.03,9678.63,616,579,0,7.59,N/A,East,0.09,0.27,0.3883,2,1014.72,10.4841,Very Poor (<600),2021
LN0002606,2024-12-31,Personal Loan,2023-02-19,16348.64,9373.08,619,609,0,9.6,N/A,West,0.06,0.18,0.5988,2,1010.27,10.7784,Poor (600-649),2023
LN0000053,2024-12-31,Credit Card,2021-06-08,21326.44,5994.12,657,638,0,18.03,N/A,South,0.075,0.225,0.7477,2,1008.41,16.8233,Poor (600-649),2021
LN0000925,2024-12-31,Personal Loan,2021-09-01,15386.93,4915.98,618,591,0,9.19,N/A,West,0.12,0.36,0.5694,2,1007.7,20.4985,Very Poor (<600),2021
LN0000036,2024-12-31,Credit Card,2022-07-04,8460.73,3578.71,603,595,0,19.05,N/A,West,0.15,0.45,0.6234,2,1003.94,28.0531,Very Poor (<600),2022
LN0004008,2024-12-31,Personal Loan,2023-12-09,12668.29,9039.49,635,600,0,10.05,N/A,North,0.06,0.18,0.6142,2,999.37,11.0556,Very Poor (<600),2023
LN0000686,2024-12-31,Personal Loan,2023-08-03,13834.6,8516.44,665,627,0,9.04,N/A,West,0.06,0.18,0.6511,2,998.11,11.7198,Poor (600-649),2023
LN0000803,2024-12-31,Personal Loan,2020-09-06,15527.64,4642.65,647,694,60,9.74,N/A,South,0.12,0.36,0.5919,2,989.27,21.3083,Fair (650-699),2020
LN0001997,2024-12-31,SME Loan,2020-06-17,30300.05,8527.37,631,606,0,8.04,Manufacturing,North,0.065,0.195,0.5946,2,988.72,11.5947,Poor (600-649),2020
LN0001216,2024-12-31,Mortgage,2021-07-30,152879.75,44186.11,724,777,120,4.69,N/A,Central,0.028,0.084,0.2657,3,986.18,2.2319,Excellent (750+),2021
LN0002365,2024-12-31,Personal Loan,2020-10-24,17212.56,4504.32,542,542,0,10.02,N/A,Central,0.12,0.36,0.6052,2,981.37,21.7873,Very Poor (<600),2020
LN0002262,2024-12-31,Auto Loan,2020-10-12,32014.07,9147.61,609,553,0,7.3,N/A,West,0.09,0.27,0.396,2,978.06,10.692,Very Poor (<600),2020
LN0004938,2024-12-31,Personal Loan,2022-02-04,7459.82,2649.36,635,652,120,9.81,N/A,West,0.24,0.72,0.512,3,976.66,36.864,Fair (650-699),2022
LN0000812,2024-12-31,Credit Card,2022-10-06,14218.2,7099.91,625,625,0,18.29,N/A,North,0.075,0.225,0.6088,2,972.55,13.6981,Poor (600-649),2022
LN0002569,2024-12-31,Credit Card,2023-09-20,5483.7,3547.29,481,485,0,18.91,N/A,Central,0.15,0.45,0.6087,2,971.66,27.3916,Very Poor (<600),2023
LN0000787,2024-12-31,Personal Loan,2023-10-12,6362.1,4460.02,583,596,0,10.22,N/A,North,0.12,0.36,0.601,2,964.97,21.636,Very Poor (<600),2023
LN0003851,2024-12-31,Personal Loan,2021-09-26,25809.32,7640.85,684,632,0,9.41,N/A,South,0.06,0.18,0.6954,2,956.42,12.5172,Poor (600-649),2021
LN0000921,2024-12-31,Credit Card,2022-07-18,3137.46,1445.72,615,568,30,18.84,N/A,North,0.3,0.9,0.7349,2,956.21,66.1407,Very Poor (<600),2022
LN0000089,2024-12-31,Credit Card,2022-09-29,2840.01,1478.95,452,429,90,19.86,N/A,West,0.6,1.0,0.6462,2,955.7,64.6202,Very Poor (<600),2022
LN0002351,2024-12-31,Auto Loan,2020-07-11,30127.97,9004.9,646,631,30,6.81,N/A,Central,0.09,0.27,0.3924,2,954.05,10.5948,Poor (600-649),2020
LN0003372,2024-12-31,Personal Loan,2021-04-06,4869.85,1378.25,589,564,180,9.89,N/A,West,0.96,1.0,0.6905,3,951.68,69.0499,Very Poor (<600),2021
LN0002055,2024-12-31,Credit Card,2022-05-27,3375.6,1485.65,603,564,30,19.09,N/A,South,0.3,0.9,0.7095,2,948.66,63.8549,Very Poor (<600),2022
LN0003376,2024-12-31,Auto Loan,2020-04-07,32708.8,8812.63,587,591,0,7.12,N/A,South,0.09,0.27,0.398,2,947.01,10.7461,Very Poor (<600),2020
LN0001103,2024-12-31,Credit Card,2023-06-05,4774.68,3195.02,570,541,0,18.92,N/A,East,0.15,0.45,0.6581,2,946.19,29.6145,Very Poor (<600),2023
LN0004433,2024-12-31,Personal Loan,2021-09-20,25739.33,7540.97,646,625,0,9.44,N/A,Central,0.06,0.18,0.6933,2,941.07,12.4794,Poor (600-649),2021
LN0001835,2024-12-31,Credit Card,2023-09-19,4372.96,2859.81,522,522,0,18.99,N/A,North,0.15,0.45,0.7307,2,940.35,32.8816,Very Poor (<600),2023
LN0003564,2024-12-31,Personal Loan,2023-10-20,13408.97,9320.86,652,663,30,9.42,N/A,West,0.06,0.18,0.5602,2,939.88,10.0836,Fair (650-699),2023
LN0000406,2024-12-31,Credit Card,2020-12-20,11368.0,3133.04,575,565,0,18.66,N/A,East,0.15,0.45,0.6622,2,933.61,29.7989,Very Poor (<600),2020
LN0000076,2024-12-31,Auto Loan,2021-09-13,27496.42,8828.59,610,585,0,7.4,N/A,Central,0.09,0.27,0.3906,2,931.08,10.5462,Very Poor (<600),2021
LN0003100,2024-12-31,Personal Loan,2020-10-02,15098.74,4430.22,599,569,0,9.29,N/A,South,0.12,0.36,0.5816,2,927.58,20.9376,Very Poor (<600),2020
LN0002386,2024-12-31,Personal Loan,2022-05-08,9775.37,4099.43,651,663,60,9.24,N/A,West,0.12,0.36,0.6274,2,925.91,22.5863,Fair (650-699),2022
LN0002457,2024-12-31,Personal Loan,2022-12-13,15511.49,8546.05,632,642,0,10.02,N/A,West,0.06,0.18,0.6016,2,925.43,10.8287,Poor (600-649),2022
LN0004510,2024-12-31,Credit Card,2022-05-30,7516.25,3290.17,541,517,0,18.76,N/A,South,0.15,0.45,0.6236,2,923.29,28.0621,Very Poor (<600),2022
LN0001236,2024-12-31,Personal Loan,2021-05-29,26974.88,7714.36,609,629,0,9.37,N/A,East,0.06,0.18,0.6645,2,922.71,11.9609,Poor (600-649),2021
LN0000451,2024-12-31,Auto Loan,2020-12-26,22902.21,6804.86,626,594,30,7.03,N/A,North,0.18,0.54,0.2501,2,919.02,13.5053,Very Poor (<600),2020
LN0004957,2024-12-31,Personal Loan,2021-04-14,33047.94,9061.6,662,624,0,9.21,N/A,East,0.06,0.18,0.5627,2,917.81,10.1286,Poor (600-649),2021
LN0004321,2024-12-31,Personal Loan,2022-01-18,10097.35,3760.24,450,407,0,10.64,N/A,East,0.12,0.36,0.6759,2,914.96,24.3325,Very Poor (<600),2022
LN0000114,2024-12-31,Credit Card,2023-05-05,9093.83,5439.62,611,628,0,18.53,N/A,East,0.075,0.225,0.7471,2,914.39,16.8098,Poor (600-649),2023
LN0003812,2024-12-31,Personal Loan,2020-08-18,14077.36,4098.68,555,524,0,9.99,N/A,West,0.12,0.36,0.6194,2,913.94,22.2984,Very Poor (<600),2020
LN0004333,2024-12-31,Personal Loan,2023-08-30,6008.03,4082.94,595,584,0,9.89,N/A,South,0.12,0.36,0.6217,2,913.81,22.3812,Very Poor (<600),2023
LN0002294,2024-12-31,Personal Loan,2023-08-14,11684.72,8154.83,610,606,0,9.84,N/A,West,0.06,0.18,0.6217,2,912.57,11.1905,Poor (600-649),2023
LN0003896,2024-12-31,Credit Card,2020-06-30,19944.06,5344.06,625,634,0,18.91,N/A,East,0.075,0.225,0.7578,2,911.19,17.0505,Poor (600-649),2020
LN0003647,2024-12-31,Personal Loan,2021-04-10,41660.32,11684.83,746,759,120,9.11,N/A,South,0.048,0.144,0.541,3,910.29,7.7904,Excellent (750+),2021
LN0000738,2024-12-31,Credit Card,2023-07-13,8222.18,5182.35,626,605,0,18.77,N/A,North,0.075,0.225,0.7795,2,908.92,17.5388,Poor (600-649),2023
LN0000361,2024-12-31,Personal Loan,2020-11-02,13457.63,4024.67,607,598,0,9.53,N/A,Central,0.12,0.36,0.623,2,902.65,22.4279,Very Poor (<600),2020
LN0000008,2024-12-31,Credit Card,2022-04-23,6205.65,2715.36,699,697,60,18.5,N/A,South,0.15,0.45,0.7372,2,900.79,33.1739,Fair (650-699),2022
LN0002732,2024-12-31,Personal Loan,2020-06-13,16823.39,4757.12,540,528,0,10.4,N/A,North,0.12,0.36,0.5239,2,897.21,18.8604,Very Poor (<600),2020
LN0002176,2024-12-31,Credit Card,2023-02-25,5259.1,3220.76,598,579,0,19.22,N/A,West,0.15,0.45,0.6176,2,895.11,27.7919,Very Poor (<600),2023
LN0003381,2024-12-31,Personal Loan,2022-09-16,11318.56,5403.85,665,705,180,9.67,N/A,South,0.096,0.288,0.5731,3,891.92,16.5053,Good (700-749),2022
LN0004888,2024-12-31,Auto Loan,2020-08-18,29991.98,8760.7,548,554,0,7.94,N/A,North,0.09,0.27,0.3752,2,887.49,10.1304,Very Poor (<600),2020
LN0003515,2024-12-31,Credit Card,2021-07-26,5686.59,1596.9,541,567,30,19.31,N/A,West,0.3,0.9,0.6124,2,880.15,55.1162,Very Poor (<600),2021
LN0004500,2024-12-31,Personal Loan,2021-10-05,7151.86,2189.09,662,695,120,9.67,N/A,South,0.24,0.72,0.5581,3,879.65,40.1834,Fair (650-699),2021
LN0004320,2024-12-31,Personal Loan,2020-07-23,11764.79,3488.6,627,616,30,9.87,N/A,North,0.12,0.36,0.6999,2,879.0,25.1964,Poor (600-649),2020
LN0001974,2024-12-31,Personal Loan,2023-01-13,14411.58,8392.08,615,640,0,9.86,N/A,South,0.06,0.18,0.5798,2,875.83,10.4364,Poor (600-649),2023
LN0002591,2024-12-31,Credit Card,2023-02-19,3974.69,2441.97,587,565,0,18.94,N/A,West,0.15,0.45,0.7942,2,872.74,35.7392,Very Poor (<600),2023
LN0002994,2024-12-31,Personal Loan,2022-12-25,13303.23,7185.38,639,635,0,9.93,N/A,Central,0.06,0.18,0.6735,2,871.08,12.1229,Poor (600-649),2022
LN0002958,2024-12-31,Credit Card,2022-12-09,5073.83,2788.16,590,581,0,18.45,N/A,South,0.15,0.45,0.6933,2,869.86,31.1984,Very Poor (<600),2022
LN0004837,2024-12-31,Personal Loan,2023-10-02,6414.71,4413.51,518,488,0,10.33,N/A,North,0.12,0.36,0.5474,2,869.74,19.7063,Very Poor (<600),2023
LN0004445,2024-12-31,Personal Loan,2023-12-14,5188.58,3714.84,595,586,0,9.48,N/A,North,0.12,0.36,0.6494,2,868.47,23.3784,Very Poor (<600),2023
LN0003823,2024-12-31,Credit Card,2023-11-16,6285.51,4818.68,610,611,0,18.24,N/A,Central,0.075,0.225,0.7959,2,862.92,17.9078,Poor (600-649),2023
LN0001032,2024-12-31,Personal Loan,2020-12-01,27093.57,8110.2,660,635,0,9.94,N/A,West,0.06,0.18,0.5901,2,861.45,10.6218,Poor (600-649),2020
LN0003052,2024-12-31,Personal Loan,2022-03-05,9917.04,4109.1,593,589,0,9.62,N/A,Central,0.12,0.36,0.5808,2,859.16,20.9087,Very Poor (<600),2022
LN0000482,2024-12-31,Auto Loan,2021-06-30,28409.39,8137.66,594,568,0,6.87,N/A,South,0.09,0.27,0.3906,2,858.21,10.5462,Very Poor (<600),2021
LN0001927,2024-12-31,Personal Loan,2021-06-25,15233.18,4177.33,569,560,0,9.76,N/A,East,0.12,0.36,0.5689,2,855.53,20.4803,Very Poor (<600),2021
LN0001852,2024-12-31,Credit Card,2022-10-15,11485.17,5974.8,601,618,0,18.33,N/A,North,0.075,0.225,0.6336,2,851.77,14.256,Poor (600-649),2022
LN0002272,2024-12-31,Personal Loan,2023-04-07,10781.11,6826.22,678,605,0,9.33,N/A,South,0.06,0.18,0.6931,2,851.63,12.4759,Poor (600-649),2023
LN0002985,2024-12-31,Personal Loan,2020-01-21,14946.98,4219.72,546,553,0,10.26,N/A,East,0.12,0.36,0.5604,2,851.3,20.1743,Very Poor (<600),2020
LN0000898,2024-12-31,Credit Card,2020-01-18,9722.16,2795.48,565,544,0,19.33,N/A,East,0.15,0.45,0.6743,2,848.25,30.3436,Very Poor (<600),2020
LN0003800,2024-12-31,Personal Loan,2020-03-06,13946.74,4012.35,667,630,30,9.76,N/A,North,0.12,0.36,0.587,2,847.89,21.132,Poor (600-649),2020
LN0001714,2024-12-31,Personal Loan,2020-02-09,13061.02,3651.56,555,537,0,9.79,N/A,North,0.12,0.36,0.6433,2,845.66,23.1589,Very Poor (<600),2020
LN0004607,2024-12-31,Credit Card,2023-04-06,8853.82,5251.96,669,641,0,18.83,N/A,Central,0.075,0.225,0.7152,2,845.15,16.0921,Poor (600-649),2023
LN0000234,2024-12-31,Personal Loan,2020-04-18,13109.45,3484.34,582,581,0,9.94,N/A,East,0.12,0.36,0.672,2,842.93,24.192,Very Poor (<600),2020
LN0004089,2024-12-31,Credit Card,2021-12-17,13320.53,4719.36,650,632,0,18.91,N/A,East,0.075,0.225,0.792,2,840.99,17.82,Poor (600-649),2021
LN0003658,2024-12-31,Personal Loan,2022-09-03,7473.53,3533.6,626,613,30,9.56,N/A,North,0.12,0.36,0.6608,2,840.6,23.7888,Poor (600-649),2022
LN0002325,2024-12-31,Credit Card,2022-10-05,5830.61,3079.03,580,578,0,19.04,N/A,Central,0.15,0.45,0.6051,2,838.4,27.2294,Very Poor (<600),2022
LN0003567,2024-12-31,Personal Loan,2022-06-17,18339.67,8052.22,650,643,0,9.85,N/A,East,0.06,0.18,0.5763,2,835.29,10.3734,Poor (600-649),2022
LN0002257,2024-12-31,Personal Loan,2021-04-10,12243.99,3559.94,624,597,0,10.1,N/A,Central,0.12,0.36,0.6492,2,832.0,23.3712,Very Poor (<600),2021
LN0001041,2024-12-31,Personal Loan,2023-12-26,6177.32,4408.13,598,612,30,9.57,N/A,Central,0.12,0.36,0.5228,2,829.65,18.8209,Poor (600-649),2023
LN0003649,2024-12-31,Personal Loan,2021-04-14,15063.36,4253.1,478,467,0,10.02,N/A,South,0.12,0.36,0.54,2,826.8,19.4399,Very Poor (<600),2021
LN0001727,2024-12-31,Personal Loan,2022-12-27,7081.9,3963.7,572,582,0,9.62,N/A,West,0.12,0.36,0.577,2,823.34,20.772,Very Poor (<600),2022
LN0004024,2024-12-31,Credit Card,2020-02-06,3724.56,1025.43,670,647,120,18.04,N/A,South,0.6,1.0,0.7968,3,817.06,79.6797,Poor (600-649),2020
LN0003871,2024-12-31,Personal Loan,2022-08-03,15747.29,7267.75,629,638,0,10.0,N/A,West,0.06,0.18,0.6237,2,815.92,11.2266,Poor (600-649),2022
LN0002203,2024-12-31,Personal Loan,2020-11-06,12823.42,3465.52,516,565,0,10.0,N/A,South,0.12,0.36,0.6532,2,814.92,23.5151,Very Poor (<600),2020
LN0003518,2024-12-31,Personal Loan,2022-11-11,13809.37,7557.99,583,620,0,9.76,N/A,Central,0.06,0.18,0.5979,2,813.41,10.7623,Poor (600-649),2022
LN0002023,2024-12-31,Credit Card,2021-04-30,9970.84,2856.12,604,564,0,18.24,N/A,East,0.15,0.45,0.6317,2,811.89,28.4263,Very Poor (<600),2021
LN0001468,2024-12-31,Personal Loan,2023-12-20,5367.21,4184.77,507,544,0,10.65,N/A,West,0.12,0.36,0.5372,2,809.3,19.3392,Very Poor (<600),2023
LN0002258,2024-12-31,Personal Loan,2021-06-24,16455.89,4386.18,656,685,60,9.72,N/A,Central,0.12,0.36,0.5125,2,809.25,18.45,Fair (650-699),2021
LN0002584,2024-12-31,Personal Loan,2023-09-19,10296.98,6734.68,593,602,0,9.59,N/A,South,0.06,0.18,0.6668,2,808.32,12.0024,Poor (600-649),2023
LN0002629,2024-12-31,Personal Loan,2023-04-12,12359.7,6912.85,664,653,30,9.69,N/A,East,0.06,0.18,0.6469,2,804.95,11.6443,Fair (650-699),2023
LN0001426,2024-12-31,SME Loan,2020-12-19,25528.59,7654.26,697,633,0,7.77,Retail,West,0.065,0.195,0.5383,2,803.46,10.4969,Poor (600-649),2020
LN0004118,2024-12-31,Personal Loan,2021-03-10,13716.3,3940.73,568,536,0,10.2,N/A,West,0.12,0.36,0.5633,2,799.13,20.2787,Very Poor (<600),2021
LN0000806,2024-12-31,Auto Loan,2021-06-23,21814.24,5588.21,673,668,180,7.32,N/A,North,0.18,0.54,0.2646,3,798.47,14.2885,Fair (650-699),2021
LN0002926,2024-12-31,Credit Card,2022-04-21,6753.82,2750.78,586,580,0,18.36,N/A,West,0.15,0.45,0.6444,2,797.67,28.998,Very Poor (<600),2022
LN0002490,2024-12-31,Personal Loan,2022-04-04,10651.77,4298.31,657,660,60,9.2,N/A,South,0.12,0.36,0.5153,2,797.37,18.5508,Fair (650-699),2022
LN0002861,2024-12-31,Credit Card,2022-03-11,6874.92,2637.81,555,551,0,18.91,N/A,West,0.15,0.45,0.6716,2,797.2,30.222,Very Poor (<600),2022
LN0001662,2024-12-31,Personal Loan,2020-01-26,16149.44,4238.5,555,584,0,9.7,N/A,West,0.12,0.36,0.5219,2,796.35,18.7885,Very Poor (<600),2020
LN0003207,2024-12-31,Credit Card,2023-06-13,4098.65,2582.37,525,540,0,18.87,N/A,North,0.15,0.45,0.6848,2,795.78,30.8159,Very Poor (<600),2023
LN0003195,2024-12-31,Personal Loan,2021-07-29,13733.27,3994.49,530,558,0,10.16,N/A,South,0.12,0.36,0.5517,2,793.35,19.8611,Very Poor (<600),2021
LN0004577,2024-12-31,Personal Loan,2023-06-14,12980.57,7760.01,675,657,30,9.63,N/A,West,0.06,0.18,0.5661,2,790.73,10.1898,Fair (650-699),2023
LN0004613,2024-12-31,Personal Loan,2023-10-08,11155.17,7315.9,612,629,0,9.59,N/A,East,0.06,0.18,0.5986,2,788.27,10.7748,Poor (600-649),2023
LN0004654,2024-12-31,Credit Card,2021-10-08,6360.48,2189.72,630,656,90,18.37,N/A,Central,0.15,0.45,0.799,2,787.31,35.9548,Fair (650-699),2021
LN0001642,2024-12-31,Credit Card,2022-12-02,4351.58,2351.11,567,543,0,18.62,N/A,East,0.15,0.45,0.7438,2,786.94,33.471,Very Poor (<600),2022
LN0003585,2024-12-31,Personal Loan,2023-02-24,10719.14,6559.42,665,633,0,8.94,N/A,West,0.06,0.18,0.663,2,782.8,11.934,Poor (600-649),2023
LN0002321,2024-12-31,Credit Card,2023-06-14,4441.28,2819.02,583,574,0,18.91,N/A,South,0.15,0.45,0.6147,2,779.78,27.6614,Very Poor (<600),2023
LN0004999,2024-12-31,Credit Card,2020-06-10,8879.05,2636.56,558,555,0,18.83,N/A,North,0.15,0.45,0.656,2,778.31,29.5199,Very Poor (<600),2020
LN0003642,2024-12-31,Credit Card,2023-07-19,6304.73,4340.4,655,626,0,18.55,N/A,East,0.075,0.225,0.7965,2,777.85,17.9212,Poor (600-649),2023
LN0003202,2024-12-31,Personal Loan,2023-03-12,10923.71,6530.09,702,643,0,9.57,N/A,North,0.06,0.18,0.6608,2,776.72,11.8945,Poor (600-649),2023
LN0001963,2024-12-31,Credit Card,2022-04-02,5560.55,2447.65,470,482,0,19.47,N/A,Central,0.15,0.45,0.7,2,771.01,31.5,Very Poor (<600),2022
LN0000916,2024-12-31,Personal Loan,2021-11-17,9843.27,3489.67,541,572,0,9.83,N/A,North,0.12,0.36,0.6136,2,770.85,22.0895,Very Poor (<600),2021
LN0002098,2024-12-31,Auto Loan,2020-05-25,18659.95,4982.77,615,576,30,7.51,N/A,North,0.18,0.54,0.2837,2,763.35,15.3198,Very Poor (<600),2020
LN0001621,2024-12-31,Personal Loan,2023-03-20,5684.51,3542.08,687,651,60,9.77,N/A,West,0.12,0.36,0.5974,2,761.77,21.5063,Fair (650-699),2023
LN0002114,2024-12-31,Credit Card,2020-11-16,8900.45,2461.53,542,507,0,19.35,N/A,South,0.15,0.45,0.6867,2,760.65,30.9015,Very Poor (<600),2020
LN0000744,2024-12-31,Personal Loan,2023-09-07,5249.19,3382.53,510,525,0,10.31,N/A,West,0.12,0.36,0.6211,2,756.32,22.3596,Very Poor (<600),2023
LN0002820,2024-12-31,Personal Loan,2020-08-02,24207.71,7256.7,654,643,0,9.07,N/A,North,0.06,0.18,0.5755,2,751.72,10.359,Poor (600-649),2020
LN0000098,2024-12-31,Personal Loan,2021-02-22,11391.75,3139.64,468,439,0,10.19,N/A,North,0.12,0.36,0.6598,2,745.75,23.7527,Very Poor (<600),2021
LN0001631,2024-12-31,Auto Loan,2021-06-20,27581.74,7086.99,701,685,60,6.78,N/A,Central,0.09,0.27,0.3889,2,744.16,10.5004,Fair (650-699),2021
LN0000396,2024-12-31,Credit Card,2021-03-21,9152.06,2353.42,684,679,60,18.23,N/A,East,0.15,0.45,0.7021,2,743.55,31.5944,Fair (650-699),2021
LN0002955,2024-12-31,Credit Card,2023-03-27,2099.45,1192.76,623,667,180,18.26,N/A,North,0.3,0.9,0.6916,3,742.42,62.2439,Fair (650-699),2023
LN0001762,2024-12-31,Credit Card,2020-07-20,14835.86,4320.76,659,607,0,18.2,N/A,East,0.075,0.225,0.7605,2,739.34,17.1113,Poor (600-649),2020
LN0003976,2024-12-31,Credit Card,2022-02-26,5555.91,2284.87,594,586,0,18.93,N/A,West,0.15,0.45,0.7177,2,737.93,32.2964,Very Poor (<600),2022
LN0001019,2024-12-31,Credit Card,2023-12-17,3358.06,2311.3,562,533,0,19.26,N/A,West,0.15,0.45,0.7085,2,736.9,31.8825,Very Poor (<600),2023
LN0001470,2024-12-31,Auto Loan,2021-06-25,25478.72,7249.36,539,550,0,7.19,N/A,Central,0.09,0.27,0.3758,2,735.56,10.1466,Very Poor (<600),2021
LN0003342,2024-12-31,Personal Loan,2020-06-16,11463.09,3400.11,622,616,30,9.93,N/A,South,0.12,0.36,0.6008,2,735.4,21.6287,Poor (600-649),2020
LN0003688,2024-12-31,Personal Loan,2023-07-20,9516.57,6105.42,642,638,0,9.96,N/A,Central,0.06,0.18,0.6667,2,732.69,12.0006,Poor (600-649),2023
LN0004314,2024-12-31,Credit Card,2022-08-17,4262.46,2063.23,603,561,0,18.24,N/A,North,0.15,0.45,0.7891,2,732.64,35.5094,Very Poor (<600),2022
LN0001736,2024-12-31,Credit Card,2021-01-26,7878.22,2331.01,572,551,0,18.74,N/A,South,0.15,0.45,0.6977,2,731.86,31.3967,Very Poor (<600),2021
LN0001223,2024-12-31,Personal Loan,2021-10-13,21241.43,6960.34,631,639,0,9.73,N/A,East,0.06,0.18,0.584,2,731.67,10.512,Poor (600-649),2021
LN0000081,2024-12-31,Credit Card,2021-12-23,14296.83,4912.47,596,618,0,18.56,N/A,North,0.075,0.225,0.6601,2,729.61,14.8522,Poor (600-649),2021
LN0004719,2024-12-31,Personal Loan,2022-01-25,16781.64,6679.93,593,627,0,9.75,N/A,North,0.06,0.18,0.6065,2,729.25,10.917,Poor (600-649),2022
LN0000923,2024-12-31,Credit Card,2022-12-27,4073.66,2161.9,564,595,0,18.84,N/A,Central,0.15,0.45,0.7491,2,728.77,33.7097,Very Poor (<600),2022
LN0003940,2024-12-31,Personal Loan,2022-09-13,11256.21,5862.51,615,609,0,9.77,N/A,Central,0.06,0.18,0.6886,2,726.65,12.3949,Poor (600-649),2022
LN0003692,2024-12-31,Personal Loan,2021-04-27,21480.45,5798.22,628,640,0,9.37,N/A,West,0.06,0.18,0.6958,2,726.19,12.5244,Poor (600-649),2021
LN0003839,2024-12-31,Credit Card,2022-06-02,5509.57,2613.4,533,546,0,19.26,N/A,North,0.15,0.45,0.6171,2,725.73,27.7696,Very Poor (<600),2022
LN0004705,2024-12-31,Personal Loan,2023-11-26,5834.88,3888.83,581,565,0,10.03,N/A,North,0.12,0.36,0.5181,2,725.33,18.6516,Very Poor (<600),2023
LN0001855,2024-12-31,Credit Card,2020-07-21,4186.45,1118.2,634,592,30,18.79,N/A,North,0.3,0.9,0.7199,2,724.49,64.7907,Very Poor (<600),2020
LN0000390,2024-12-31,Credit Card,2020-01-19,9202.77,2515.06,586,559,0,19.07,N/A,West,0.15,0.45,0.6343,2,717.89,28.5437,Very Poor (<600),2020
LN0003139,2024-12-31,Personal Loan,2023-03-09,12019.91,6943.23,661,655,30,9.37,N/A,Central,0.06,0.18,0.5733,2,716.5,10.3194,Fair (650-699),2023
LN0002102,2024-12-31,Personal Loan,2020-11-30,11165.22,3005.37,586,568,0,10.26,N/A,North,0.12,0.36,0.6619,2,716.13,23.8283,Very Poor (<600),2020
LN0003529,2024-12-31,SME Loan,2020-06-05,25865.41,6776.96,654,609,0,8.32,Technology,West,0.065,0.195,0.5379,2,710.84,10.4891,Poor (600-649),2020
LN0001083,2024-12-31,Personal Loan,2021-11-08,20257.78,7095.45,732,767,180,8.96,N/A,West,0.048,0.144,0.6926,3,707.66,9.9734,Excellent (750+),2021
LN0000113,2024-12-31,Credit Card,2021-01-22,4268.16,1112.28,670,594,30,18.79,N/A,Central,0.3,0.9,0.7059,2,706.64,63.5308,Very Poor (<600),2021
LN0003861,2024-12-31,Credit Card,2021-12-16,5867.33,2094.46,546,564,0,19.39,N/A,North,0.15,0.45,0.7457,2,702.83,33.5566,Very Poor (<600),2021
LN0004312,2024-12-31,Credit Card,2021-03-24,8862.92,2545.82,634,611,30,18.71,N/A,West,0.15,0.45,0.6091,2,697.8,27.4096,Poor (600-649),2021
LN0003242,2024-12-31,Personal Loan,2020-09-30,11605.71,3449.58,573,543,0,9.64,N/A,East,0.12,0.36,0.5592,2,694.44,20.1311,Very Poor (<600),2020
